Year of the report,Quarter of the report,Company Name,Standard Industrial Classification Code,Type of Report,Central Index Key,Report Page,Report as Text
1999,1,1626 NEW YORK ASSOCIATES LTD PARTNERSHIP,6500,10-K,767411,https://www.sec.gov/Archives/edgar/data/767411/0000889812-99-001034-index.htm,https://www.sec.gov/Archives/edgar/data/767411/0000889812-99-001034.txt
1999,1,1ST SOURCE CORP,6022,10-K,34782,https://www.sec.gov/Archives/edgar/data/34782/0000950137-99-000147-index.htm,https://www.sec.gov/Archives/edgar/data/34782/0000950137-99-000147.txt
1999,1,20TH CENTURY INDUSTRIES,6331,10-K,100331,https://www.sec.gov/Archives/edgar/data/100331/0001015402-99-000289-index.htm,https://www.sec.gov/Archives/edgar/data/100331/0001015402-99-000289.txt
1999,1,21ST CENTURY TELECOM GROUP INC,4899,10-K,1056751,https://www.sec.gov/Archives/edgar/data/1056751/0001056751-99-000002-index.htm,https://www.sec.gov/Archives/edgar/data/1056751/0001056751-99-000002.txt
1999,1,21ST CENTURY TELESIS II INC,4812,10-K,947660,https://www.sec.gov/Archives/edgar/data/947660/0000947660-99-000004-index.htm,https://www.sec.gov/Archives/edgar/data/947660/0000947660-99-000004.txt
1999,1,24/7 MEDIA INC,7310,10-K,1062195,https://www.sec.gov/Archives/edgar/data/1062195/0000950146-99-000653-index.htm,https://www.sec.gov/Archives/edgar/data/1062195/0000950146-99-000653.txt
1999,1,3 D SYSTEMS CORP,7372,10-K,910638,https://www.sec.gov/Archives/edgar/data/910638/0001047469-99-013021-index.htm,https://www.sec.gov/Archives/edgar/data/910638/0001047469-99-013021.txt
1999,1,3CI COMPLETE COMPLIANCE CORP,4955,10-K,883787,https://www.sec.gov/Archives/edgar/data/883787/0000950129-99-000114-index.htm,https://www.sec.gov/Archives/edgar/data/883787/0000950129-99-000114.txt
1999,1,4 KIDS ENTERTAINMENT INC,6794,10-K,58592,https://www.sec.gov/Archives/edgar/data/58592/0001005477-99-001591-index.htm,https://www.sec.gov/Archives/edgar/data/58592/0001005477-99-001591.txt
1999,1,800 JR CIGAR INC,5190,10-K,1035507,https://www.sec.gov/Archives/edgar/data/1035507/0001035507-99-000001-index.htm,https://www.sec.gov/Archives/edgar/data/1035507/0001035507-99-000001.txt
1999,1,99 CENTS ONLY STORE,5331,10-K,1011290,https://www.sec.gov/Archives/edgar/data/1011290/0001011290-99-000002-index.htm,https://www.sec.gov/Archives/edgar/data/1011290/0001011290-99-000002.txt
